Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),SPACE1-1:Zone Operative Temperature [C](Hourly),SPACE2-1:Zone Operative Temperature [C](Hourly),SPACE3-1:Zone Operative Temperature [C](Hourly),SPACE4-1:Zone Operative Temperature [C](Hourly),SPACE5-1:Zone Operative Temperature [C](Hourly),SPACE1-1:Zone People Occupant Count [](Hourly),SPACE2-1:Zone People Occupant Count [](Hourly),SPACE3-1:Zone People Occupant Count [](Hourly),SPACE4-1:Zone People Occupant Count [](Hourly),SPACE5-1:Zone People Occupant Count [](Hourly),SPACE1-1:Zone Lights Total Heating Rate [W](Hourly),SPACE2-1:Zone Lights Total Heating Rate [W](Hourly),SPACE3-1:Zone Lights Total Heating Rate [W](Hourly),SPACE4-1:Zone Lights Total Heating Rate [W](Hourly),SPACE5-1:Zone Lights Total Heating Rate [W](Hourly),SPACE1-1:Zone Electric Equipment Total Heating Rate [W](Hourly),SPACE2-1:Zone Electric Equipment Total Heating Rate [W](Hourly),SPACE3-1:Zone Electric Equipment Total Heating Rate [W](Hourly),SPACE4-1:Zone Electric Equipment Total Heating Rate [W](Hourly),SPACE5-1:Zone Electric Equipment Total Heating Rate [W](Hourly),SPACE1-1:Zone Infiltration Total Heat Loss Energy [J](Hourly),SPACE2-1:Zone Infiltration Total Heat Loss Energy [J](Hourly),SPACE3-1:Zone Infiltration Total Heat Loss Energy [J](Hourly),SPACE4-1:Zone Infiltration Total Heat Loss Energy [J](Hourly),SPACE5-1:Zone Infiltration Total Heat Loss Energy [J](Hourly),space1,space2,space3,space4,space5,SPACE1-1:Zone Infiltration Total Heat Loss Energy [J](Hourly),SPACE2-1:Zone Infiltration Total Heat Loss Energy [J](Hourly),SPACE3-1:Zone Infiltration Total Heat Loss Energy [J](Hourly),SPACE4-1:Zone Infiltration Total Heat Loss Energy [J](Hourly),SPACE5-1:Zone Infiltration Total Heat Loss Energy [J](Hourly),SPACE1-1:Zone Air System Sensible Heating Rate [W](Hourly),SPACE1-1:Zone Air System Sensible Cooling Rate [W](Hourly),SPACE2-1:Zone Air System Sensible Heating Rate [W](Hourly),SPACE2-1:Zone Air System Sensible Cooling Rate [W](Hourly),SPACE3-1:Zone Air System Sensible Heating Rate [W](Hourly),SPACE3-1:Zone Air System Sensible Cooling Rate [W](Hourly),SPACE4-1:Zone Air System Sensible Heating Rate [W](Hourly),SPACE4-1:Zone Air System Sensible Cooling Rate [W](Hourly),SPACE5-1:Zone Air System Sensible Heating Rate [W](Hourly),SPACE5-1:Zone Air System Sensible Cooling Rate [W](Hourly),SPACE1-1 HEATING COIL:Heating Coil Heating Rate [W](Hourly),SPACE2-1 HEATING COIL:Heating Coil Heating Rate [W](Hourly),SPACE3-1 HEATING COIL:Heating Coil Heating Rate [W](Hourly),SPACE4-1 HEATING COIL:Heating Coil Heating Rate [W](Hourly),SPACE5-1 HEATING COIL:Heating Coil Heating Rate [W](Hourly),SPACE1-1 COOLING COIL:Cooling Coil Total Cooling Rate [W](Hourly),SPACE2-1 COOLING COIL:Cooling Coil Total Cooling Rate [W](Hourly),SPACE3-1 COOLING COIL:Cooling Coil Total Cooling Rate [W](Hourly),SPACE4-1 COOLING COIL:Cooling Coil Total Cooling Rate [W](Hourly),SPACE5-1 COOLING COIL:Cooling Coil Total Cooling Rate [W](Hourly)
 08/17  13:00:00,18.9875,24.76534014,25.1077554,24.95634192,24.95834163,24.45221589,4.4,2,4.4,2,8,1267.2,547.2,1267.2,547.2,2371.2,950.4,410.4,950.4,410.4,1778.4,0,0,0,0,0,-3191.822596,-1896.497659,-3668.666244,-2510.722619,-4295.01556,0,0,0,0,0,0,1900.811137,0,1082.21824,0,2139.509848,0,981.5662218,0,2711.835234,0,0,0,0,0,1291.011459,814.2794184,1529.156397,716.7990222,1583.180327
 08/17  14:00:00,19.775,24.89444629,25.03873914,24.97436728,25.07160859,24.54116436,8.8,4,8.8,4,16,1425.6,615.6,1425.6,615.6,2667.6,950.4,410.4,950.4,410.4,1778.4,0,0,0,0,0,-4111.055761,-2071.0975,-4306.414008,-3057.478734,-5617.892334,0,0,0,0,0,0,2310.245115,0,1146.678403,0,2408.120481,0,1159.185206,0,3281.714316,0,0,0,0,0,1800.810646,924.4190976,1898.293528,940.0810922,2336.178018
 08/17  15:00:00,20.375,25.03713817,25.03592748,25.00196352,25.4776993,24.64073414,11,5,11,5,20,1584,684,1584,684,2964,844.8,364.8,844.8,364.8,1580.8,0,0,0,0,0,-4702.87563,-2161.819929,-4590.690243,-3541.558445,-6311.092666,0,0,0,0,0,0,2568.263669,0,1174.609732,0,2512.257089,0,1463.125291,0,3559.492452,0,0,0,0,0,2134.611961,987.2101973,2078.433154,1278.523359,2751.600213
 08/17  16:00:00,20.225,25.15659621,24.97808682,24.95730118,25.9863255,24.69873339,11,5,11,5,20,1584,684,1584,684,2964,739.2,319.2,739.2,319.2,1383.2,0,0,0,0,0,-4883.731298,-2018.164369,-4326.076556,-3764.546729,-6205.868668,0,0,0,0,0,0,2668.24776,0,1107.230163,0,2389.49992,0,1827.970093,0,3524.361959,0,0,0,0,0,2215.483538,910.9342062,1936.576636,1634.463882,2681.506709
 08/17  17:00:00,19.625,25.30151676,24.88787029,24.87360322,26.40828965,24.72422931,11,5,11,5,20,1584,684,1584,684,2964,528,228,528,228,988,0,0,0,0,0,-4925.195834,-1749.740512,-3756.163926,-3746.220568,-5601.199761,0,0,0,0,0,0,2727.340908,0,990.3373604,0,2142.633941,0,2132.690583,0,3291.54553,0,0,0,0,0,2197.854925,759.4031515,1613.529985,1904.136147,2309.654231
 08/17  18:00:00,18.7125,25.25130264,24.75363808,24.73654771,26.39143947,24.73258367,11,5,11,5,20,1584,684,1584,684,2964,528,228,528,228,988,0,0,0,0,0,-4704.079215,-1536.347358,-3302.931135,-3477.628408,-5417.138371,0,0,0,0,0,0,2674.897563,0,909.988886,0,1974.020898,0,2148.71817,0,3305.272434,0,0,0,0,0,2029.181652,626.3584718,1328.910237,1867.285113,2111.865936
 08/17  19:00:00,17.3,24.76936087,24.44459431,24.41387531,25.61478853,24.54915794,5.5,2.5,5.5,2.5,10,950.4,410.4,950.4,410.4,1778.4,316.8,136.8,316.8,136.8,592.8,0,0,0,0,0,-2194.963669,-622.1012933,-1273.497714,-1541.180112,-2493.508933,0,0,0,0,0,0,1509.660915,0,493.6384195,0,1048.819948,0,1316.502347,0,2005.621509,0,0,0,0,0,685.3027539,128.4628738,224.6777654,954.0536038,487.8874242
 08/17  20:00:00,16.325,24.03623384,23.79677977,23.69586135,24.64680037,24.03924292,1.1,0.5,1.1,0.5,2,633.6,273.6,633.6,273.6,1185.6,316.8,136.8,316.8,136.8,592.8,0,0,0,0,0,-865.8695806,-356.6150571,-785.9837109,-493.60559,-1595.148933,0,0,0,0,0,0,865.8695806,0,356.6150571,0,804.0703631,0,511.6922422,0,1595.148933,0,0,18.08665222,0,0,0,0,0,99.66489791,0
 08/17  21:00:00,15.7875,23.43233399,23.3382525,23.29669178,23.91425662,23.61468918,1.1,0.5,1.1,0.5,2,633.6,273.6,633.6,273.6,1185.6,316.8,136.8,316.8,136.8,592.8,0,0,0,0,0,-595.5901224,-188.6649303,-325.7211293,-93.6792785,-1401.296572,0,0,0,0,0,0,736.5659903,0,289.3272319,0,606.7023745,0,374.6605237,0,1516.467945,140.9758679,100.6623016,280.9812452,0,115.1713737,0,0,0,0,0
 08/17  22:00:00,15.6,23.14570005,23.07252301,22.99946975,23.44185004,23.62535773,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-155731.2093,-68204.11234,-152771.4208,-72042.58863,-303206.2685,0,0,0,0,0,155731.2093,68204.11234,152771.4208,72042.58863,303206.2685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 08/17  23:00:00,15.225,22.76957094,22.71412651,22.63774973,22.95283018,23.49857432,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-147629.6619,-64587.44836,-145080.4096,-67109.4909,-298989.4354,0,0,0,0,0,147629.6619,64587.44836,145080.4096,67109.4909,298989.4354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 08/17  24:00:00,15,22.48335722,22.43880866,22.37053204,22.57944949,23.28113137,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-149409.42,-65278.59323,-147274.4313,-66944.71336,-303428.6186,0,0,0,0,0,149409.42,65278.59323,147274.4313,66944.71336,303428.6186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 08/18  01:00:00,14.625,22.2778095,22.23372976,22.17400259,22.31465676,23.09950385,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-102927.134,-44964.45125,-101480.865,-45846.40755,-210198.9285,0,0,0,0,0,102927.134,44964.45125,101480.865,45846.40755,210198.9285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 08/18  02:00:00,14.0875,22.09759772,22.05600036,22.00000676,22.10224797,22.95258264,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-105737.6335,-46180.0405,-104281.8881,-46876.68898,-217109.8734,0,0,0,0,0,105737.6335,46180.0405,104281.8881,46876.68898,217109.8734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 08/18  03:00:00,13.525,21.93874863,21.89863289,21.84624435,21.92462854,22.81835834,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-94927.96583,-41367.43013,-93825.8518,-41826.36754,-193336.014,0,0,0,0,0,94927.96583,41367.43013,93825.8518,41826.36754,193336.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 08/18  04:00:00,13.3,21.83421889,21.78413481,21.7421638,21.79908416,22.73438796,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-58433.73311,-25411.38698,-57776.36618,-25650.91827,-119134.491,0,0,0,0,0,58433.73311,25411.38698,57776.36618,25650.91827,119134.491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 08/18  05:00:00,13.3,21.73673175,21.68250568,21.64282288,21.69061796,22.64390327,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-70992.62996,-30860.63759,-70147.51309,-31132.03348,-145334.2794,0,0,0,0,0,70992.62996,30860.63759,70147.51309,31132.03348,145334.2794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 08/18  06:00:00,13.3,21.67340313,21.83666654,21.80119796,21.63154905,22.55753806,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-83711.63227,-37007.97181,-84180.39121,-36701.33069,-171097.7161,0,0,0,0,0,83711.63227,37007.97181,84180.39121,36701.33069,171097.7161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 08/18  07:00:00,14.7375,21.90583024,23.59526412,23.23000852,21.90075561,22.58463517,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-25636.4686,-13038.42433,-29118.0968,-11325.52051,-52446.23786,0,0,0,0,0,25636.4686,13038.42433,29118.0968,11325.52051,52446.23786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 08/18  08:00:00,17.2875,22.78051697,25.04002997,23.87359499,22.79032303,22.89842472,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,0,0,0,0,0,1024.682175,-820.9773671,-585.4909661,138.8158978,1487.742685,0,0,0,0,0,219.6586149,64.72687874,0,597.4367729,0,655.7481052,82.84658773,14.28782896,162.8255449,65.41590679,869.7504385,0,70.25713905,392.4529213,1390.333047,0,223.5405942,0,0,0
 08/18  09:00:00,18.9875,23.90814041,26.13913368,24.74387832,23.91238408,23.85379214,11,5,11,5,20,1425.6,615.6,1425.6,615.6,2667.6,422.4,182.4,422.4,182.4,790.4,0,0,0,0,0,-1457.845368,-3402.458357,-2944.61469,-1628.022201,-2616.045915,0,0,0,0,0,0,1041.377168,0,1835.355683,0,1783.071118,0,466.4786284,0,1873.197651,0,0,0,0,0,416.4681991,1567.102674,1161.543572,177.4380946,742.8482638
 08/18  10:00:00,19.775,24.47666996,26.63260114,24.89114343,24.50141948,24.25391423,11,5,11,5,20,1504.8,649.8,1504.8,649.8,2815.8,950.4,410.4,950.4,410.4,1778.4,0,0,0,0,0,-3365.633634,-4761.181523,-4329.68845,-2788.438283,-5314.906021,0,0,0,0,0,0,1937.777953,0,2470.720629,0,2420.163129,0,878.9129612,0,3130.985813,0,0,0,0,0,1427.855681,2290.460895,1909.525322,659.5500489,2183.920209
 08/18  11:00:00,21.0625,24.7981236,26.64924589,25.00102473,24.81270346,24.46071632,11,5,11,5,20,1584,684,1584,684,2964,950.4,410.4,950.4,410.4,1778.4,0,0,0,0,0,-4296.185962,-4945.410449,-4818.040948,-3294.00391,-6242.785731,0,0,0,0,0,0,2321.285316,0,2514.372594,0,2582.549773,0,1058.512734,0,3446.427024,0,0,0,0,0,1974.900646,2431.037855,2235.491175,913.8099424,2796.358707
 08/18  12:00:00,21.7,24.98461284,26.30149582,25.07223524,24.97646463,24.57707155,8.8,4,8.8,4,16,1504.8,649.8,1504.8,649.8,2815.8,950.4,410.4,950.4,410.4,1778.4,0,0,0,0,0,-4628.098647,-4215.311109,-4847.534336,-3399.177444,-6271.466269,0,0,0,0,0,0,2446.501366,0,2161.413554,0,2556.439112,0,1108.08222,0,3386.442124,0,0,0,0,0,2181.597281,2053.897555,2291.095224,1000.48765,2885.024146
 08/18  13:00:00,22.0125,25.04858912,25.75064956,25.0818136,25.03487141,24.60355507,4.4,2,4.4,2,8,1267.2,547.2,1267.2,547.2,2371.2,950.4,410.4,950.4,410.4,1778.4,0,0,0,0,0,-4331.363243,-3069.414048,-4389.511524,-3111.809117,-5461.735599,0,0,0,0,0,0,2277.639746,0,1581.033525,0,2306.905053,0,1029.202647,0,2944.129663,0,0,0,0,0,2053.723497,1488.380523,2082.606471,939.9363337,2517.605935
 08/18  14:00:00,22.8875,25.1677762,25.466801,25.17256072,25.23428705,24.69807263,8.8,4,8.8,4,16,1425.6,615.6,1425.6,615.6,2667.6,950.4,410.4,950.4,410.4,1778.4,0,0,0,0,0,-5259.264846,-2863.38454,-5224.411007,-3822.20091,-6844.462518,0,0,0,0,0,0,2686.044464,0,1452.598564,0,2668.854911,0,1266.644814,0,3534.646557,0,0,0,0,0,2573.220382,1410.785977,2555.556096,1227.862793,3309.815961
 08/18  15:00:00,22.6125,25.2800726,25.36080522,25.2235356,25.66494744,24.7941921,11,5,11,5,20,1584,684,1584,684,2964,844.8,364.8,844.8,364.8,1580.8,0,0,0,0,0,-5686.703677,-2741.279612,-5482.790762,-4272.01003,-7356.712028,0,0,0,0,0,0,2917.474389,0,1399.661738,0,2815.559214,0,1604.778482,0,3822.903149,0,0,0,0,0,2769.229288,1341.617874,2667.231548,1549.920282,3533.808879
 08/18  16:00:00,22.2,25.35946181,25.27254592,25.21275718,26.11556061,24.84093032,11,5,11,5,20,1584,684,1584,684,2964,739.2,319.2,739.2,319.2,1383.2,0,0,0,0,0,-5734.518346,-2531.877648,-5264.2025,-4468.511695,-7166.074481,0,0,0,0,0,0,2967.721991,0,1306.702206,0,2732.663476,0,1936.97267,0,3775.403631,0,0,0,0,0,2766.796355,1225.175442,2531.539025,1858.108105,3390.670849
 08/18  17:00:00,21.5125,25.40178658,25.12139441,25.0887024,26.37222814,24.8446726,11,5,11,5,20,1584,684,1584,684,2964,528,228,528,228,988,0,0,0,0,0,-5476.836632,-2159.025028,-4561.190775,-4242.655309,-6476.626216,0,0,0,0,0,0,2882.715376,0,1140.33063,0,2424.748493,0,2106.213028,0,3509.99701,0,0,0,0,0,2594.121255,1018.694398,2136.442282,1987.428104,2966.629205
 08/18  18:00:00,20.4125,25.29113203,24.91808715,24.89445703,26.28188663,24.82325324,11,5,11,5,20,1584,684,1584,684,2964,528,228,528,228,988,0,0,0,0,0,-5039.404682,-1840.854863,-3921.083462,-3799.088389,-6142.733602,0,0,0,0,0,0,2733.998602,0,1013.003855,0,2174.956771,0,2052.961697,0,3470.83048,0,0,0,0,0,2305.40608,827.8510086,1746.126691,1870.50581,2671.903122
 08/18  19:00:00,18.9375,24.79318825,24.56342807,24.53167541,25.47196482,24.61621709,5.5,2.5,5.5,2.5,10,950.4,410.4,950.4,410.4,1778.4,316.8,136.8,316.8,136.8,592.8,0,0,0,0,0,-2456.93199,-851.8592366,-1759.270067,-1770.001204,-3086.575477,0,0,0,0,0,0,1536.833026,0,561.4795672,0,1188.041082,0,1198.772219,0,2113.623252,0,0,0,0,0,920.0989636,290.3796694,571.2289849,930.6893407,972.9522249
 08/18  20:00:00,17.6125,24.2421978,24.10525816,24.01155049,24.63073682,24.29641561,1.1,0.5,1.1,0.5,2,633.6,273.6,633.6,273.6,1185.6,316.8,136.8,316.8,136.8,592.8,0,0,0,0,0,-796.7641321,-319.2017925,-722.0999424,-481.9374402,-1398.292078,0,0,0,0,0,0,774.7640694,0,319.2017925,0,722.0999424,0,481.9374402,0,1397.828766,0,0,0,0,0,22.00006267,0,0,137.1391455,0.463311766
 08/18  21:00:00,17.2,23.67231403,23.58980932,23.48864053,24.07929066,23.88873695,1.1,0.5,1.1,0.5,2,633.6,273.6,633.6,273.6,1185.6,316.8,136.8,316.8,136.8,592.8,0,0,0,0,0,-732.466094,-314.2704285,-698.7749475,-325.2116243,-1394.715544,0,0,0,0,0,0,732.466094,0,314.2704285,0,706.670961,0,333.1076378,0,1394.715544,0,0,7.896013517,0,0,0,0,0,0,0
 08/18  22:00:00,16.8875,23.37896042,23.3341261,23.24293661,23.65922139,23.8212454,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-212959.4846,-89707.87171,-209703.0086,-92516.1303,-417331.1996,0,0,0,0,0,212959.4846,89707.87171,209703.0086,92516.1303,417331.1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 08/18  23:00:00,16.325,23.01227804,22.9807366,22.9004744,23.17147998,23.66236846,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-154738.8619,-65271.62325,-152647.0388,-66422.18916,-313911.1164,0,0,0,0,0,154738.8619,65271.62325,152647.0388,66422.18916,313911.1164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 08/18  24:00:00,16.1,22.73506896,22.70275248,22.63430003,22.81310359,23.46194007,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-100904.5921,-42405.84709,-99346.89243,-42855.39548,-211090.6692,0,0,0,0,0,100904.5921,42405.84709,99346.89243,42855.39548,211090.6692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 08/19  01:00:00,15.4125,22.52107127,22.48630659,22.42842304,22.54992389,23.28926497,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-68587.12697,-28898.10447,-67716.33224,-29011.39855,-142163.4575,0,0,0,0,0,68587.12697,28898.10447,67716.33224,29011.39855,142163.4575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 08/19  02:00:00,15,22.35107019,22.30720675,22.25644027,22.34239454,23.15622215,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-18408.84425,-7763.660404,-18191.27581,-7768.182101,-37957.4972,0,0,0,0,0,18408.84425,7763.660404,18191.27581,7768.182101,37957.4972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 08/19  03:00:00,14.625,22.19665517,22.14560765,22.1004723,22.16492085,23.0201451,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-33941.73086,-14323.52861,-33572.75296,-14296.44693,-69318.73483,0,0,0,0,0,33941.73086,14323.52861,33572.75296,14296.44693,69318.73483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 08/19  04:00:00,14.775,22.06874173,22.00899724,21.97072227,22.02002265,22.88313281,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-21609.18196,-9126.383477,-21386.78035,-9105.072455,-43828.51395,0,0,0,0,0,21609.18196,9126.383477,21386.78035,9105.072455,43828.51395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 08/19  05:00:00,14.625,21.96227263,21.89939174,21.86764327,21.90650956,22.7731518,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-67476.25635,-28521.34325,-66864.01898,-28446.93188,-135751.0376,0,0,0,0,0,67476.25635,28521.34325,66864.01898,28446.93188,135751.0376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 08/19  06:00:00,14.4,21.8586397,21.94740846,21.92128508,21.82717212,22.64887985,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-146173.4426,-62551.56264,-146604.3456,-61790.73658,-293367.8381,0,0,0,0,0,146173.4426,62551.56264,146604.3456,61790.73658,293367.8381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 08/19  07:00:00,15.15,21.98587391,22.7938771,22.63130559,22.03622001,22.60174452,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-173355.7899,-79544.29859,-184340.049,-73717.18602,-346741.4671,0,0,0,0,0,173355.7899,79544.29859,184340.049,73717.18602,346741.4671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 08/19  08:00:00,16.6,22.7491948,23.9109611,23.36381975,22.79552627,22.88238181,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,0,0,0,0,0,1175.735218,-225.2498132,226.5741019,576.238297,1665.39536,0,0,0,0,0,252.7009233,66.77668717,0,301.4471999,23.26307318,305.7685422,84.40316282,17.24443679,192.146024,87.22434567,989.8109814,76.19738678,509.079571,430.3635472,1560.473682,0,0,0,0,0
 08/19  09:00:00,17.575,23.80121324,25.46906733,24.44414854,23.85586752,23.7981918,11,5,11,5,20,1425.6,615.6,1425.6,615.6,2667.6,422.4,182.4,422.4,182.4,790.4,0,0,0,0,0,-1212.56027,-2208.721328,-2095.626167,-1116.349803,-2254.746929,0,0,0,0,0,0,1006.312663,0,1284.206755,0,1451.935307,0,472.6589426,0,1853.002606,0,0,0,0,0,206.2476078,924.514573,643.69086,103.3269936,401.7443231
 08/19  10:00:00,18.1125,24.38009299,25.84860644,24.77039861,24.50567629,24.22355706,11,5,11,5,20,1504.8,649.8,1504.8,649.8,2815.8,950.4,410.4,950.4,410.4,1778.4,0,0,0,0,0,-2961.181118,-3270.354736,-3800.604777,-2418.74758,-4827.917527,0,0,0,0,0,0,1842.052088,0,1794.529186,0,2262.069577,0,880.2123797,0,3081.34626,0,0,0,0,0,1119.12903,1475.82555,1538.5352,563.631741,1746.571267
 08/19  11:00:00,18.3,24.62011732,25.67890513,24.91658184,24.79889793,24.41043122,11,5,11,5,20,1584,684,1584,684,2964,950.4,410.4,950.4,410.4,1778.4,0,0,0,0,0,-3539.320692,-3054.287717,-4238.406844,-2820.199386,-5450.261996,0,0,0,0,0,0,2119.420662,0,1681.556592,0,2468.888043,0,1050.680585,0,3371.228155,0,0,0,0,0,1419.90003,1372.731125,1769.518801,745.3162565,2079.033842
 08/19  12:00:00,18.3,24.78873123,25.63925293,25.01382106,24.95901387,24.50037929,8.8,4,8.8,4,16,1504.8,649.8,1504.8,649.8,2815.8,950.4,410.4,950.4,410.4,1778.4,0,0,0,0,0,-3696.611049,-2871.338321,-4260.157914,-2878.102444,-5244.409648,0,0,0,0,0,0,2198.018652,0,1590.006898,0,2480.022067,0,1097.966597,0,3268.15973,0,0,0,0,0,1498.592397,1281.331424,1780.135847,792.5115068,1976.249918
 08/19  13:00:00,18.3,24.82710665,25.37682475,25.0247881,25.00144039,24.50996267,4.4,2,4.4,2,8,1267.2,547.2,1267.2,547.2,2371.2,950.4,410.4,950.4,410.4,1778.4,0,0,0,0,0,-3282.494926,-2257.749885,-3773.37529,-2547.486126,-4309.081053,0,0,0,0,0,0,1990.815062,0,1283.15096,0,2236.405911,0,1010.516747,0,2799.660147,0,0,0,0,0,1291.679863,974.5989247,1536.96938,705.1611953,1509.420906
 08/19  14:00:00,18.9875,24.93603328,25.19568766,25.04037087,25.12228031,24.58638955,8.8,4,8.8,4,16,1425.6,615.6,1425.6,615.6,2667.6,950.4,410.4,950.4,410.4,1778.4,0,0,0,0,0,-4130.377464,-2247.014189,-4389.280962,-3081.967532,-5578.641001,0,0,0,0,0,0,2370.776348,0,1257.717214,0,2500.438157,0,1193.124728,0,3354.753489,0,0,0,0,0,1759.601116,989.2969746,1888.842804,927.6810452,2223.887511
 08/19  15:00:00,19.775,25.04380434,25.10034787,25.02256192,25.49355967,24.66961148,11,5,11,5,20,1584,684,1584,684,2964,844.8,364.8,844.8,364.8,1580.8,0,0,0,0,0,-4655.166283,-2218.687474,-4585.001691,-3515.246917,-6284.081545,0,0,0,0,0,0,2580.727832,0,1220.773478,0,2545.867381,0,1476.112607,0,3607.148346,0,0,0,0,0,2074.438451,997.913996,2039.13431,1256.335082,2676.933199
 08/19  16:00:00,19.3125,25.10950231,24.98292099,24.93966058,25.90880597,24.71173999,11,5,11,5,20,1584,684,1584,684,2964,739.2,319.2,739.2,319.2,1383.2,0,0,0,0,0,-4652.127659,-1980.157573,-4176.659201,-3574.46399,-6033.321405,0,0,0,0,0,0,2610.067234,0,1114.916112,0,2373.666191,0,1771.47098,0,3544.567765,0,0,0,0,0,2042.060426,865.2414617,1802.99301,1524.512251,2488.75364
 08/19  17:00:00,17.8375,24.97321277,24.857857,24.82941746,25.62248101,24.71084269,11,5,11,5,20,1584,684,1584,684,2964,528,228,528,228,988,0,0,0,0,0,-3846.940843,-1612.040901,-3420.278154,-2851.192844,-5138.346372,0,0,0,0,0,0,2302.828117,0,973.6614529,0,2089.420684,0,1520.335373,0,3268.605121,0,0,0,0,0,1544.112726,638.379448,1330.857471,1187.854304,1869.741251
 08/19  18:00:00,16.5125,24.77658915,24.68294985,24.65500709,25.2748084,24.68099593,11,5,11,5,20,1584,684,1584,684,2964,528,228,528,228,988,0,0,0,0,0,-3157.37763,-1323.627746,-2814.849932,-2202.788045,-4720.172007,0,0,0,0,0,0,2042.511275,0,867.8763202,0,1871.380681,0,1259.318794,0,3213.638866,0,0,0,0,0,1114.866355,455.7514262,943.4692513,850.0661262,1506.533141
 08/19  19:00:00,15.7875,24.36990505,24.3401277,24.27499692,24.69712237,24.4612987,5.5,2.5,5.5,2.5,10,950.4,410.4,950.4,410.4,1778.4,316.8,136.8,316.8,136.8,592.8,0,0,0,0,0,-1138.802442,-487.4111548,-1039.712328,-670.9634482,-1972.15863,0,0,0,0,0,0,1071.667472,0,465.68345,0,1016.249628,0,647.5007483,0,1917.434355,0,0,0,0,0,67.13497033,21.72770477,23.46269993,196.3955256,54.72427554
